"annotation_id","display_id","source_problem_id","dataset","category","pass","label","note","review_time_seconds","review_timer_started_at","review_tracking_expected_at","reviewer_id","assigned_at","submitted_at"
"cmtf0srvt021ujey1g5at66s8","187","672338c7348c6cb89bd6a7a4","hle-physics","quantum mechanics","1","PROBLEM_FAILURE","AI's answer is correct and the integration gives 6.58e-6 instead of 8e-6. maybe the solution simplified the integral somehow?","138","2026-08-29T23:37:14.169Z","2026-08-29T23:37:13.001Z","reviewer_f3f3f57d2e16","2026-08-29T23:37:13.002Z","2026-08-29T23:40:35.152Z"
"cmtf0x8j1022cjey19n4qcuhu","137","StatisticalMechanics/en/554","ugphysics","statistical physics & thermodynamics","1","PROBLEM_FAILURE","Solution is clearly wrong. it's a famous result that a 2D electron gas has a constant DOS. AI is correct.","149","2026-08-29T23:40:42.062Z","2026-08-29T23:40:41.196Z","reviewer_f3f3f57d2e16","2026-08-29T23:40:41.197Z","2026-08-29T23:43:41.411Z"
"cmtf11an3022yjey1yuwlp09i","246","6756844266c3ec0e7088bf9f","hle-physics","quantum mechanics","1","PROBLEM_FAILURE","The expressions for fidelity are similar but the numerical value for the solution is clearly wrong.","296","2026-08-29T23:43:51.786Z","2026-08-29T23:43:50.558Z","reviewer_f3f3f57d2e16","2026-08-29T23:43:50.559Z","2026-08-29T23:49:18.128Z"
"cmtf18jr70240jey1kxjccrtq","131","StatisticalMechanics/en/386","ugphysics","statistical physics & thermodynamics","1","PROBLEM_FAILURE","the solution has some sign errors before mu ( chemical potential ) and the Boltzman factor.","120","2026-08-29T23:49:32.446Z","2026-08-29T23:49:28.962Z","reviewer_f3f3f57d2e16","2026-08-29T23:49:28.963Z","2026-08-29T23:51:32.945Z"
"cmtf1bfej024ijey11kjpk69b","173","671feb0424e49a0a566a7883","hle-physics","electrodynamics","1","PROBLEM_FAILURE","Answer E is missing a - sign for the potential inside. The AI is correct.","273","2026-08-29T23:51:46.613Z","2026-08-29T23:51:43.290Z","reviewer_f3f3f57d2e16","2026-08-29T23:51:43.291Z","2026-08-29T23:58:15.484Z"
"cmtf1k1bj025ijey1n4clqj27","152","SemiconductorPhysics/en/4","ugphysics","statistical physics & thermodynamics","1","PROBLEM_FAILURE","The reference assumptions are wrong ( comparing apples by oranges sort of thing)","155","2026-08-29T23:58:26.042Z","2026-08-29T23:58:24.943Z","reviewer_f3f3f57d2e16","2026-08-29T23:58:24.943Z","2026-08-30T00:01:43.709Z"
"cmtf1ofgz0265jey152baw6ip","216","673347de7c5871632811feec","hle-physics","quantum mechanics","1","PROBLEM_FAILURE","","171","2026-08-30T00:01:54.478Z","2026-08-30T00:01:49.907Z","reviewer_f3f3f57d2e16","2026-08-30T00:01:49.908Z","2026-08-30T00:07:42.870Z"
"cmtf1w5cu026xjey1m279ws43","133","StatisticalMechanics/en/317","ugphysics","statistical physics & thermodynamics","1","PROBLEM_FAILURE","Reference's solution is wrong, I don't know how 37 shows up in the expressions at all. also the safer option is to calculate the average force directly from the Helmholtz energy like the AI.","260","2026-08-30T00:07:50.816Z","2026-08-30T00:07:50.046Z","reviewer_f3f3f57d2e16","2026-08-30T00:07:50.047Z","2026-08-30T00:12:44.262Z"
"cmtf23e4n027ujey19rkj42i6","245","6748b7dfac494f3a05306206","hle-physics","quantum mechanics","1","PROBLEM_FAILURE","The question is vague, given that P is from two different instances or same instance, the AI's answer could be right or wrong. it needs clarification.","219","2026-08-30T00:13:29.348Z","2026-08-30T00:13:28.007Z","reviewer_f3f3f57d2e16","2026-08-30T00:13:28.008Z","2026-08-30T00:20:44.521Z"
"cmtf2gqyc028tjey1qdtudh9y","191","6725280ff2e932808735b2e8","hle-physics","quantum mechanics","1","PROBLEM_FAILURE","The reference solution is complicating the problem. However, I do not think the problem is ill-posed. The AI model response gets the result basically right but is lacking in the reasoning. The key step would be observing that LH_0=H_1L, and L^+H_1=H_0L^+.","2068","2026-08-30T00:23:52.379Z","2026-08-30T00:23:51.155Z","reviewer_23ba6db1d637","2026-08-30T00:23:51.156Z","2026-08-30T01:29:35.424Z"
"cmtf4wnoh02f2jey1829pkld4","234","67390df48dfa3346e87f711a","hle-physics","electrodynamics","1","PROBLEM_FAILURE","I don't find the geometry is contradictory. It is a reasonable limit to take that avoids physical improbability. The AI model response is correct, while the reference solution is incorrect.","228","2026-08-30T01:32:13.152Z","2026-08-30T01:32:12.640Z","reviewer_23ba6db1d637","2026-08-30T01:32:12.641Z","2026-08-30T01:37:33.888Z"
"cmtf53rqx02fzjey144m7s837","26","112","phybench","electrodynamics","1","GRADER_FAILURE","Both the AI model response and the reference solution are correct.","136","2026-08-30T01:37:45.968Z","2026-08-30T01:37:44.505Z","reviewer_23ba6db1d637","2026-08-30T01:37:44.506Z","2026-08-30T01:42:15.091Z"
"cmtf5a4ps02gkjey1avvebojz","243","67440064abafa90f5b9d4da9","hle-physics","high energy & nuclear","1","PROBLEM_FAILURE","","195","2026-08-30T01:42:46.076Z","2026-08-30T01:42:41.248Z","reviewer_23ba6db1d637","2026-08-30T01:42:41.249Z","2026-08-30T01:51:08.884Z"
"cmtf5l8n602hhjey120pecfdx","23","310","phybench","relativity","1","GRADER_FAILURE","","169","2026-08-30T01:51:20.507Z","2026-08-30T01:51:19.553Z","reviewer_23ba6db1d637","2026-08-30T01:51:19.554Z","2026-08-30T01:54:26.185Z"
"cmtf5pew602i6jey1xgdj70lw","43","221","phybench","relativity","1","GRADER_FAILURE","","148","2026-08-30T01:54:35.304Z","2026-08-30T01:54:34.278Z","reviewer_23ba6db1d637","2026-08-30T01:54:34.279Z","2026-08-30T01:59:27.802Z"
"cmtf5w0d002j5jey1yk0zzffh","242","67434c26e839fa1a02de4251","hle-physics","quantum mechanics","1","PROBLEM_FAILURE","The AI model solution is correct.","104","2026-08-30T01:59:42.901Z","2026-08-30T01:59:42.035Z","reviewer_23ba6db1d637","2026-08-30T01:59:42.037Z","2026-08-30T02:03:45.187Z"
"cmtf61pls02jmjey1rwx8hnz6","230","67381812e4ea03183132a54e","hle-physics","high energy & nuclear","1","PROBLEM_FAILURE","I think the AI solution is correct. I don't think there are three distinct diagrams. The problem prompt is clear enough.","302","2026-08-30T02:04:08.773Z","2026-08-30T02:04:08.031Z","reviewer_23ba6db1d637","2026-08-30T02:04:08.032Z","2026-08-30T02:13:21.405Z"
"cmtf6dugt02ksjey1enaqr3xm","158","66f86bbb27a30cecdc2d6c7e","hle-physics","high energy & nuclear","1","PROBLEM_FAILURE","The problem does not specify the target or the laser configuration. It is expected to collimate the beam, but the energy change is unclear. So E is a reasonable choice.","169","2026-08-30T02:13:34.609Z","2026-08-30T02:13:34.205Z","reviewer_23ba6db1d637","2026-08-30T02:13:34.205Z","2026-08-30T02:18:21.051Z"
"cmtf6jldj02lgjey1kdvp1ng4","190","6725267ae9d3782179d4a5ff","hle-physics","high energy & nuclear","1","MODEL_FAILURE","Model does not answer the correct question -- problem asks for sum of symmetry factors and not their inverse weights.","60","2026-08-30T02:18:02.789Z","2026-08-30T02:18:02.358Z","reviewer_5d62413899c9","2026-08-30T02:18:02.359Z","2026-08-30T02:19:12.335Z"
"cmtf6k65n02lqjey1imd9033o","69","01_cleaned_dag:3052","prism","relativity","1","GRADER_FAILURE","Same result.","125","2026-08-30T02:18:30.128Z","2026-08-30T02:18:29.290Z","reviewer_23ba6db1d637","2026-08-30T02:18:29.291Z","2026-08-30T02:21:15.496Z"
"cmtf6lbkb02m5jey10vbilzi3","207","672dfdac63f8d9211905d385","hle-physics","high energy & nuclear","1","PROBLEM_FAILURE","4 broken goldstone, which should be four massive gauge bosons.","122","2026-08-30T02:19:23.281Z","2026-08-30T02:19:22.955Z","reviewer_5d62413899c9","2026-08-30T02:19:22.956Z","2026-08-30T02:21:40.953Z"
"cmtf6odl802nfjey11uknspl7","17","206","phybench","electrodynamics","1","GRADER_FAILURE","Answers are exactly equivalent","20","2026-08-30T02:21:46.191Z","2026-08-30T02:21:45.547Z","reviewer_5d62413899c9","2026-08-30T02:21:45.549Z","2026-08-30T02:22:15.562Z"
"cmtf6p4h402nqjey13rhvzp0a","41","333","phybench","electrodynamics","1","GRADER_FAILURE","Answers are identical up to algebraic simplification","30","2026-08-30T02:22:21.561Z","2026-08-30T02:22:20.391Z","reviewer_5d62413899c9","2026-08-30T02:22:20.393Z","2026-08-30T02:23:00.342Z"
"cmtf6q1k402o3jey16oik5giu","52","412","phybench","electrodynamics","1","GRADER_FAILURE","Model answer is algebraically equivalent -- checked with Mathematica","50","2026-08-30T02:23:04.337Z","2026-08-30T02:23:03.268Z","reviewer_5d62413899c9","2026-08-30T02:23:03.269Z","2026-08-30T02:24:00.183Z"
"cmtf6nwip02n6jey10d0w7jy9","95","04_cleaned_dag:4051","prism","relativity","1","GRADER_FAILURE","Same result.","156","2026-08-30T02:21:25.108Z","2026-08-30T02:21:23.425Z","reviewer_23ba6db1d637","2026-08-30T02:21:23.426Z","2026-08-30T02:24:56.217Z"
"cmtf6rres02okjey1ou90yvc8","4","10","phybench","electrodynamics","1","GRADER_FAILURE","The answers are equivalent up to a sign.

Given that q is not known to be positive or negative, the correct sign (for a positive magnitude) cannot strictly be determined, so both answers are equivalently correct.","120","2026-08-30T02:24:25.116Z","2026-08-30T02:24:23.428Z","reviewer_5d62413899c9","2026-08-30T02:24:23.429Z","2026-08-30T02:26:28.453Z"
"cmtf6uj9102pljey1e9x5brdy","8","409","phybench","electrodynamics","1","GRADER_FAILURE","The answers are equivalent except for the Heaviside function, which simply determines the region of validity.  I interpret these as the same, given that the reference answer dictates, in words, that the domain of validity is only over the disk.","70","2026-08-30T02:26:33.986Z","2026-08-30T02:26:32.820Z","reviewer_5d62413899c9","2026-08-30T02:26:32.821Z","2026-08-30T02:27:51.317Z"
"cmtf6twns02pajey1s41bozew","91","04_cleaned_dag:4013","prism","relativity","1","GRADER_FAILURE","same result","94","2026-08-30T02:26:04.549Z","2026-08-30T02:26:03.543Z","reviewer_23ba6db1d637","2026-08-30T02:26:03.544Z","2026-08-30T02:28:19.129Z"
"cmtf6wcj702q8jey12b2hirwv","68","01_cleaned_dag:3031","prism","relativity","1","PROBLEM_FAILURE","Here, the reference solution is truncated and does not fully answer the question.  The model does answer all parts of the question (correctly).","90","2026-08-30T02:27:59.380Z","2026-08-30T02:27:57.426Z","reviewer_5d62413899c9","2026-08-30T02:27:57.427Z","2026-08-30T02:29:39.204Z"
"cmtf6ytzw02r2jey1rw1dlwkt","39","131","phybench","electrodynamics","1","PROBLEM_FAILURE","The correct denominator should be the distance from the center of the sphere to the needle.

In the problem wording, I believe that a is defined as the distance from the surface of the sphere to the needle.  Thus, the reference should be considered incorrect, and the correct denominator is $(a+R)^3$","80","2026-08-30T02:29:53.999Z","2026-08-30T02:29:53.371Z","reviewer_5d62413899c9","2026-08-30T02:29:53.372Z","2026-08-30T02:31:19.183Z"
"cmtf70u1302rhjey18dbtu289","37","115","phybench","electrodynamics","1","GRADER_FAILURE","Here, P and P' are defined as a power -- not a power per unit length.  The reference accurately calculates P', with the understanding that the power per unit length is given trivially as P' / L'.  The model gets this correct, with an algebraically equivalent answer, and an explicit denotation of the reference's implied L'.","170","2026-08-30T02:31:28.195Z","2026-08-30T02:31:26.727Z","reviewer_5d62413899c9","2026-08-30T02:31:26.727Z","2026-08-30T02:34:24.480Z"
"cmtf6wwi202qijey1bkuw24r7","67","01_cleaned_dag:3010","prism","relativity","1","GRADER_FAILURE","Both give the correct \theta', but there are two issues: 1. the problem prompt has a typo, with (b) repeated twice; 2. the AI model response is missing the solution of \nu'.","262","2026-08-30T02:28:24.395Z","2026-08-30T02:28:23.305Z","reviewer_23ba6db1d637","2026-08-30T02:28:23.306Z","2026-08-30T02:35:22.224Z"
"cmtf764dj02tajey1275iy7sk","140","Relativity/en/141","ugphysics","relativity","1","PROBLEM_FAILURE","The reference solution is incorrect, while the AI model response is correct/","98","2026-08-30T02:35:33.956Z","2026-08-30T02:35:33.415Z","reviewer_23ba6db1d637","2026-08-30T02:35:33.416Z","2026-08-30T02:37:28.165Z"
"cmtf75zlq02t5jey1i5zv6wz5","235","6739674739118cf30f5f1075","hle-physics","fluid mechanics","1","GRADER_FAILURE","The answers are equivalent up to the choice of origin.  One needs to define $\chi = \frac{x}{L} - \frac{3}{4} \ln 2$ to obtain algebraically equivalent results to obtain the same symbolic form.  It's also necessary to invert the basis (i.e. -x => +x), but this is again arbitrary and can be chosen without penalty.","150","2026-08-30T02:35:28.107Z","2026-08-30T02:35:27.229Z","reviewer_5d62413899c9","2026-08-30T02:35:27.231Z","2026-08-30T02:38:03.086Z"
"cmtf78vsy02u6jey1mzvfspmr","161","66fc56f5d90ebe461bfd0c9c","hle-physics","high energy & nuclear","1","PROBLEM_FAILURE","Was able to find the relevant paper describing the specific model that is cited in the AI model solution. But the problem prompt is not clear at all.","93","2026-08-30T02:37:43.350Z","2026-08-30T02:37:42.274Z","reviewer_23ba6db1d637","2026-08-30T02:37:42.275Z","2026-08-30T02:40:05.627Z"
"cmtf7c42k02v9jey1y67w13eh","25","256","phybench","quantum mechanics","1","MODEL_FAILURE","","244","2026-08-30T02:40:13.931Z","2026-08-30T02:40:12.954Z","reviewer_23ba6db1d637","2026-08-30T02:40:12.956Z","2026-08-30T02:45:20.301Z"
"cmtf7ja0l02wajey1dtd2t8uy","127","06_cleaned_dag:7002","prism","quantum mechanics","1","GRADER_FAILURE","Same result","64","2026-08-30T02:45:49.036Z","2026-08-30T02:45:47.253Z","reviewer_23ba6db1d637","2026-08-30T02:45:47.254Z","2026-08-30T02:47:35.622Z"
"cmtf7lu1e02wtjey19mir13xi","126","06_cleaned_dag:6058","prism","quantum mechanics","1","GRADER_FAILURE","Same result","275","2026-08-30T02:47:47.716Z","2026-08-30T02:47:46.513Z","reviewer_23ba6db1d637","2026-08-30T02:47:46.514Z","2026-08-30T02:54:07.000Z"
"cmtf7uddp02y1jey1gpbsxd38","18","204","phybench","electrodynamics","1","GRADER_FAILURE","Same result","62","2026-08-30T02:54:25.955Z","2026-08-30T02:54:24.828Z","reviewer_23ba6db1d637","2026-08-30T02:54:24.830Z","2026-08-30T02:56:11.315Z"
"cmtf7wqp802yfjey1l59jbcca","51","58","phybench","electrodynamics","1","GRADER_FAILURE","Same result. Nothing inconsistent with the reference solution.","80","2026-08-30T02:56:16.711Z","2026-08-30T02:56:15.403Z","reviewer_23ba6db1d637","2026-08-30T02:56:15.404Z","2026-08-30T02:57:45.988Z"
"cmtf7ys2b02ytjey1ffgo0yw5","3","83","phybench","electrodynamics","1","PROBLEM_FAILURE","The problem prompt should be more specific about the coordinate, since the torque is a vector. Otherwise it should explicitly state ""magnitude of the torque"".","130","2026-08-30T02:57:51.376Z","2026-08-30T02:57:50.482Z","reviewer_23ba6db1d637","2026-08-30T02:57:50.483Z","2026-08-30T03:00:07.774Z"
"cmtf81u0302zdjey1n74mo4v5","30","636","phybench","electrodynamics","1","PROBLEM_FAILURE","The AI model response is correct, though without the steps.","148","2026-08-30T03:00:14.723Z","2026-08-30T03:00:12.962Z","reviewer_23ba6db1d637","2026-08-30T03:00:12.963Z","2026-08-30T03:03:34.120Z"
"cmtf868110305jey1gocmnta6","35","649","phybench","electrodynamics","1","GRADER_FAILURE","Same result. The AI response is better.","120","2026-08-30T03:03:38.869Z","2026-08-30T03:03:37.762Z","reviewer_23ba6db1d637","2026-08-30T03:03:37.765Z","2026-08-30T03:05:38.923Z"
"cmtf88yez030njey1e78ez06u","119","06_cleaned_dag:5008","prism","quantum mechanics","1","GRADER_FAILURE","Same result.","30","2026-08-30T03:05:46.269Z","2026-08-30T03:05:45.274Z","reviewer_23ba6db1d637","2026-08-30T03:05:45.276Z","2026-08-30T03:06:23.962Z"
"cmtf8a9yt030wjey19u06fk5h","124","06_cleaned_dag:6003","prism","quantum mechanics","1","PROBLEM_FAILURE","Though I could guess the problem is asking for the total cross section, and both solutions are correct, I don't think the problem prompt is correctly formulated.","140","2026-08-30T03:06:48.590Z","2026-08-30T03:06:46.900Z","reviewer_23ba6db1d637","2026-08-30T03:06:46.901Z","2026-08-30T03:09:15.918Z"
"cmtf8dkt1031ijey1jo0zo6i6","128","06_cleaned_dag:8008","prism","quantum mechanics","1","PROBLEM_FAILURE","The reference solution is missing a factor of 1/2 on the right hand side for part (a). Otherwise the two solutions are correct.","240","2026-08-30T03:09:22.434Z","2026-08-30T03:09:20.917Z","reviewer_23ba6db1d637","2026-08-30T03:09:20.918Z","2026-08-30T03:13:30.811Z"
"cmtf8j9w6032cjey1u8shygtq","247","67770f6d9a59b3d9ca3a5f82","hle-physics","high energy & nuclear","1","PROBLEM_FAILURE","Neither solution is correct.","90","2026-08-30T03:13:47.804Z","2026-08-30T03:13:46.709Z","reviewer_23ba6db1d637","2026-08-30T03:13:46.711Z","2026-08-30T03:15:57.963Z"
"cmtf8nphz032tjey1rba2t3gj","157","66f2dee46721a56e35d20300","hle-physics","astronomy","1","PROBLEM_FAILURE","Answer should be B","40","2026-08-30T03:17:13.808Z","2026-08-30T03:17:13.558Z","reviewer_23ba6db1d637","2026-08-30T03:17:13.559Z","2026-08-30T03:17:58.671Z"
"cmtfboi2s0334jey1eygpxn67","185","67230d6e736f03c0e4c1adee","hle-physics","condensed matter physics","1","PROBLEM_FAILURE","The problem is ambiguous","49","2026-08-30T04:41:50.403Z","2026-08-30T04:41:49.443Z","reviewer_0a6ec4550b1a","2026-08-30T04:41:49.444Z","2026-08-30T04:43:58.402Z"
"cmtfbrpco033kjey1ptuagtoi","153","66e9032060abc895aedcf460","hle-physics","fluid mechanics","1","PROBLEM_FAILURE","the problem lacks a unique answer","77","2026-08-30T04:44:19.698Z","2026-08-30T04:44:18.839Z","reviewer_0a6ec4550b1a","2026-08-30T04:44:18.840Z","2026-08-30T04:47:56.017Z"
"cmtfbxa260348jey1f60r2d63","154","66e9100b48468f864f861b90","hle-physics","fluid mechanics","1","PROBLEM_FAILURE","both the reference and the model answer are incorrect","130","2026-08-30T04:48:41.517Z","2026-08-30T04:48:38.958Z","reviewer_0a6ec4550b1a","2026-08-30T04:48:38.958Z","2026-08-30T04:53:51.602Z"
"cmtfc43oi034rjey14wjz7ayi","232","67382f8535f9616e390e73ae","hle-physics","quantum mechanics","1","PROBLEM_FAILURE","","65","2026-08-30T04:53:58.002Z","2026-08-30T04:53:57.281Z","reviewer_0a6ec4550b1a","2026-08-30T04:53:57.282Z","2026-08-30T05:01:49.467Z"
"cmtfcebu30355jey10xpl5jur","48","653","phybench","electrodynamics","1","GRADER_FAILURE","","10","2026-08-30T05:01:56.653Z","2026-08-30T05:01:54.410Z","reviewer_0a6ec4550b1a","2026-08-30T05:01:54.411Z","2026-08-30T05:02:15.047Z"
"cmtfceumc035cjey1n5wxqn9i","15","55","phybench","electrodynamics","1","PROBLEM_FAILURE","","84","2026-08-30T05:02:20.027Z","2026-08-30T05:02:18.755Z","reviewer_0a6ec4550b1a","2026-08-30T05:02:18.756Z","2026-08-30T05:09:18.877Z"
"cmtfcnxwv035tjey1vz8m6mxd","19","478","phybench","electrodynamics","1","GRADER_FAILURE","","10","2026-08-30T05:09:23.840Z","2026-08-30T05:09:22.925Z","reviewer_0a6ec4550b1a","2026-08-30T05:09:22.927Z","2026-08-30T05:09:34.309Z"
"cmtfcobwo0360jey1afbqcxi5","38","65","phybench","electrodynamics","1","GRADER_FAILURE","","10","2026-08-30T05:09:42.285Z","2026-08-30T05:09:41.063Z","reviewer_0a6ec4550b1a","2026-08-30T05:09:41.064Z","2026-08-30T05:09:58.225Z"
"cmtfcotda0367jey1it5oixin","53","43","phybench","electrodynamics","1","PROBLEM_FAILURE","","109","2026-08-30T05:10:05.275Z","2026-08-30T05:10:03.694Z","reviewer_0a6ec4550b1a","2026-08-30T05:10:03.695Z","2026-08-30T05:16:45.289Z"
"cmtfcxwgi036sjey1iarczlj5","93","04_cleaned_dag:4030","prism","high energy & nuclear","1","GRADER_FAILURE","","228","2026-08-30T05:17:56.994Z","2026-08-30T05:17:07.600Z","reviewer_0a6ec4550b1a","2026-08-30T05:17:07.602Z","2026-08-30T05:45:31.778Z"
"cmtfcxweo036qjey1m2va56ij","116","06_cleaned_dag:3046","prism","quantum mechanics","1","PROBLEM_FAILURE","","99","2026-08-30T05:45:41.491Z","2026-08-30T05:17:07.535Z","reviewer_0a6ec4550b1a","2026-08-30T05:17:07.536Z","2026-08-30T05:52:51.618Z"
"cmtfe9ex9037wjey1a58vyacq","115","06_cleaned_dag:1059","prism","quantum mechanics","1","GRADER_FAILURE","","90","2026-08-30T05:54:06.227Z","2026-08-30T05:54:04.364Z","reviewer_0a6ec4550b1a","2026-08-30T05:54:04.365Z","2026-08-30T05:55:45.940Z"
"cmtfeboym038bjey1148v6xte","87","04_cleaned_dag:2074","prism","high energy & nuclear","1","PROBLEM_FAILURE","","173","2026-08-30T05:55:51.976Z","2026-08-30T05:55:50.686Z","reviewer_0a6ec4550b1a","2026-08-30T05:55:50.687Z","2026-08-30T07:02:39.978Z"
"cmtfgpvob0395jey19hl2uqv2","90","04_cleaned_dag:4002","prism","high energy & nuclear","1","GRADER_FAILURE","","90","2026-08-30T07:02:53.903Z","2026-08-30T07:02:51.802Z","reviewer_0a6ec4550b1a","2026-08-30T07:02:51.803Z","2026-08-30T07:04:26.881Z"
"cmtfgs105039kjey1bexp1gio","117","06_cleaned_dag:4009","prism","quantum mechanics","1","GRADER_FAILURE","","20","2026-08-30T07:04:34.315Z","2026-08-30T07:04:32.021Z","reviewer_0a6ec4550b1a","2026-08-30T07:04:32.022Z","2026-08-30T07:05:02.330Z"
"cmtfgssfc039sjey10w6jb4ez","75","02_cleaned_dag:2076","prism","electrodynamics","1","GRADER_FAILURE","","10","2026-08-30T07:05:09.203Z","2026-08-30T07:05:07.560Z","reviewer_0a6ec4550b1a","2026-08-30T07:05:07.561Z","2026-08-30T07:05:24.218Z"
"cmtfgt8c6039zjey17kg1goo3","96","04_cleaned_dag:4060","prism","high energy & nuclear","1","GRADER_FAILURE","","20","2026-08-30T07:05:30.161Z","2026-08-30T07:05:28.179Z","reviewer_0a6ec4550b1a","2026-08-30T07:05:28.182Z","2026-08-30T07:05:53.711Z"
"cmtfgtwhq03a7jey1fuflazsr","73","02_cleaned_dag:2053","prism","electrodynamics","1","GRADER_FAILURE","","10","2026-08-30T07:06:01.042Z","2026-08-30T07:05:59.486Z","reviewer_0a6ec4550b1a","2026-08-30T07:05:59.487Z","2026-08-30T07:06:13.514Z"
"cmtfguahg03aejey1fo0idq6y","78","02_cleaned_dag:3038","prism","electrodynamics","1","PROBLEM_FAILURE","","24","2026-08-30T07:06:19.051Z","2026-08-30T07:06:17.620Z","reviewer_0a6ec4550b1a","2026-08-30T07:06:17.621Z","2026-08-30T07:06:53.239Z"
"cmtfgwfij03axjey1b14vjfen","88","04_cleaned_dag:2119","prism","high energy & nuclear","1","GRADER_FAILURE","","10","2026-08-30T07:07:58.303Z","2026-08-30T07:07:57.450Z","reviewer_0a6ec4550b1a","2026-08-30T07:07:57.451Z","2026-08-30T07:08:11.911Z"
"cmtfgwuxi03b4jey16yxxs4b2","125","06_cleaned_dag:6004","prism","quantum mechanics","1","PROBLEM_FAILURE","the model answer is also partially incorrect although the final result matches","268","2026-08-30T07:08:21.161Z","2026-08-30T07:08:17.430Z","reviewer_0a6ec4550b1a","2026-08-30T07:08:17.430Z","2026-08-30T07:15:17.655Z"
"cmtfh6xaf03ckjey12xo7z17b","72","02_cleaned_dag:2039","prism","electrodynamics","1","PROBLEM_FAILURE","","81","2026-08-30T07:16:08.294Z","2026-08-30T07:16:07.047Z","reviewer_0a6ec4550b1a","2026-08-30T07:16:07.048Z","2026-08-30T07:17:52.151Z"
"cmtfh9ocg03d9jey14zqmyvia","123","06_cleaned_dag:6001","prism","quantum mechanics","1","GRADER_FAILURE","","20","2026-08-30T07:18:16.684Z","2026-08-30T07:18:15.424Z","reviewer_0a6ec4550b1a","2026-08-30T07:18:15.425Z","2026-08-30T07:18:39.606Z"
"cmtfhcttu03dpjey12zsyigi0","70","02_cleaned_dag:1012","prism","electrodynamics","1","GRADER_FAILURE","","30","2026-08-30T07:20:44.056Z","2026-08-30T07:20:42.498Z","reviewer_0a6ec4550b1a","2026-08-30T07:20:42.499Z","2026-08-30T07:21:15.694Z"
"cmtfhdvzo03e4jey1t1l3haph","71","02_cleaned_dag:2021","prism","electrodynamics","1","GRADER_FAILURE","","11","2026-08-30T07:21:34.170Z","2026-08-30T07:21:31.956Z","reviewer_0a6ec4550b1a","2026-08-30T07:21:31.957Z","2026-08-30T07:23:53.525Z"
"cmtfhh3mk03ecjey1akid2t6t","74","02_cleaned_dag:2055","prism","electrodynamics","1","GRADER_FAILURE","","10","2026-08-30T07:24:03.746Z","2026-08-30T07:24:01.820Z","reviewer_0a6ec4550b1a","2026-08-30T07:24:01.821Z","2026-08-30T07:24:19.620Z"
"cmtfhhqya03ejjey1265nlwh5","62","01_cleaned_dag:1267","prism","fluid mechanics","1","GRADER_FAILURE","","14","2026-08-30T07:24:33.423Z","2026-08-30T07:24:32.049Z","reviewer_0a6ec4550b1a","2026-08-30T07:24:32.050Z","2026-08-30T07:25:42.854Z"
"cmtfhjd6h03erjey1afj0xnhw","77","02_cleaned_dag:3034","prism","electrodynamics","1","GRADER_FAILURE","","82","2026-08-30T07:25:49.828Z","2026-08-30T07:25:47.511Z","reviewer_0a6ec4550b1a","2026-08-30T07:25:47.513Z","2026-08-30T07:27:24.924Z"
"cmtfoznb903f7jey1vs1j5rjq","94","04_cleaned_dag:4037","prism","high energy & nuclear","1","GRADER_FAILURE","","53","2026-08-30T10:54:26.961Z","2026-08-30T10:54:24.453Z","reviewer_0a6ec4550b1a","2026-08-30T10:54:24.454Z","2026-08-30T11:00:47.776Z"
"cmtfp803a03fmjey114qvy2x5","148","AtomicPhysics/en/228","ugphysics","quantum mechanics","1","PROBLEM_FAILURE","","150","2026-08-30T11:00:55.333Z","2026-08-30T11:00:54.262Z","reviewer_0a6ec4550b1a","2026-08-30T11:00:54.263Z","2026-08-30T11:03:30.692Z"
"cmtfpbu0v03g7jey18pufxitc","138","ClassicalElectromagnetism/en/328","ugphysics","electrodynamics","1","GRADER_FAILURE","","150","2026-08-30T11:03:54.288Z","2026-08-30T11:03:53.023Z","reviewer_0a6ec4550b1a","2026-08-30T11:03:53.024Z","2026-08-30T11:06:27.473Z"
"cmtfpf8hj03gsjey1o9r2pmqq","145","QuantumMechanics/en/128","ugphysics","quantum mechanics","1","GRADER_FAILURE","The problem is well stated; however, the reference answer lacks a constant","120","2026-08-30T11:06:33.309Z","2026-08-30T11:06:31.734Z","reviewer_0a6ec4550b1a","2026-08-30T11:06:31.735Z","2026-08-30T11:08:35.156Z"
"cmtfpi5rn03hajey1hr678t4q","141","QuantumMechanics/en/827","ugphysics","quantum mechanics","1","PROBLEM_FAILURE","","140","2026-08-30T11:08:50.764Z","2026-08-30T11:08:48.178Z","reviewer_0a6ec4550b1a","2026-08-30T11:08:48.180Z","2026-08-30T11:11:12.432Z"
"cmtg2grla03hujey1kphdzn00","118","06_cleaned_dag:4010","prism","quantum mechanics","1","PROBLEM_FAILURE","","110","2026-08-30T17:11:40.320Z","2026-08-30T17:11:38.158Z","reviewer_0decd7ef330f","2026-08-30T17:11:38.159Z","2026-08-30T17:13:32.486Z"
"cmtg2jz6w03ibjey1w2t6qq3f","146","QuantumMechanics/en/748","ugphysics","quantum mechanics","1","PROBLEM_FAILURE","","26","2026-08-30T17:14:09.321Z","2026-08-30T17:14:07.973Z","reviewer_0decd7ef330f","2026-08-30T17:14:07.976Z","2026-08-30T17:15:27.562Z"
